N_TRX 6
IGNORE -9999


DATATYPE MTT
FREQUENCY 25.10002
N_RECV 1117
19987.5 -12.5 975.0 i i i i i i i i
3.687500e+03 3.012500e+03 1.225000e+03 4.877440e-02 3.415861e-02 4.940443e-02 2.299876e-02 1.628544e-02 2.336938e-02 2.429429e-02 1.971639e-02
3.787500e+03 3.012500e+03 1.225000e+03 2.565055e-02 3.415861e-02 4.188170e-02 2.299876e-02 -1.975834e-03 2.336938e-02 -1.443648e-02 1.971639e-02
3.887500e+03 3.012500e+03 1.225000e+03 5.317104e-02 3.415861e-02 7.811348e-03 2.299876e-02 2.534257e-04 2.336938e-02 3.596529e-02 1.971639e-02
3.987500e+03 3.012500e+03 1.225000e+03 -1.446429e-02 3.415861e-02 7.308175e-02 2.299876e-02 -2.322813e-02 2.336938e-02 1.322602e-02 1.971639e-02
4.087500e+03 3.012500e+03 1.225000e+03 5.341032e-02 3.415861e-02 5.430402e-02 2.299876e-02 -3.623627e-03 2.336938e-02 2.090099e-02 1.971639e-02
4.187500e+03 3.012500e+03 1.225000e+03 5.053181e-02 3.415861e-02 8.008952e-02 2.299876e-02 -1.419248e-03 2.336938e-02 1.285078e-02 1.971639e-02
4.287500e+03 3.012500e+03 1.225000e+03 2.175983e-02 3.415861e-02 7.546426e-02 2.299876e-02 4.384751e-02 2.336938e-02 2.541613e-02 1.971639e-02
4.387500e+03 3.012500e+03 1.225000e+03 3.490458e-02 3.415861e-02 5.130602e-02 2.299876e-02 5.742550e-02 2.336938e-02 1.317402e-02 1.971639e-02
4.487500e+03 3.012500e+03 1.200000e+03 8.570881e-02 3.415861e-02 7.825125e-02 2.299876e-02 5.527452e-02 2.336938e-02 4.818307e-02 1.971639e-02
4.587500e+03 3.012500e+03 1.150000e+03 2.850724e-02 3.415861e-02 1.952906e-02 2.299876e-02 1.048047e-01 2.336938e-02 6.543160e-02 1.971639e-02
4.687500e+03 3.012500e+03 1.150000e+03 7.706495e-02 3.415861e-02 5.319792e-02 2.299876e-02 8.773083e-02 2.336938e-02 1.032700e-01 1.971639e-02
4.787500e+03 3.012500e+03 1.150000e+03 1.057080e-01 3.415861e-02 5.316442e-02 2.299876e-02 6.988016e-02 2.336938e-02 1.020058e-01 1.971639e-02
4.887500e+03 3.012500e+03 1.175000e+03 1.021764e-01 3.415861e-02 6.801552e-02 2.299876e-02 5.615360e-02 2.336938e-02 1.279621e-01 1.971639e-02
4.987500e+03 3.012500e+03 1.175000e+03 1.054413e-01 3.415861e-02 6.106229e-02 2.299876e-02 1.060083e-01 2.336938e-02 1.259496e-01 1.971639e-02
5.087500e+03 3.012500e+03 1.200000e+03 1.084236e-01 3.415861e-02 3.293196e-02 2.299876e-02 6.893749e-02 2.336938e-02 1.060102e-01 1.971639e-02
5.187500e+03 3.012500e+03 1.200000e+03 1.414196e-01 3.415861e-02 -1.274506e-02 2.299876e-02 8.218462e-02 2.336938e-02 1.017971e-01 1.971639e-02
5.287500e+03 3.012500e+03 1.200000e+03 7.682403e-02 3.415861e-02 -4.452196e-03 2.299876e-02 9.750711e-02 2.336938e-02 1.254379e-01 1.971639e-02
5.387500e+03 3.012500e+03 1.225000e+03 1.576919e-01 3.415861e-02 7.573393e-02 2.299876e-02 5.176118e-02 2.336938e-02 1.047750e-01 1.971639e-02
5.487500e+03 3.012500e+03 1.200000e+03 1.219781e-01 3.415861e-02 3.350826e-02 2.299876e-02 4.970347e-02 2.336938e-02 1.072192e-01 1.971639e-02
5.587500e+03 3.012500e+03 1.200000e+03 6.672039e-02 3.415861e-02 6.314589e-02 2.299876e-02 -4.762939e-03 2.336938e-02 1.391236e-01 1.971639e-02
5.687500e+03 3.012500e+03 1.200000e+03 8.396184e-02 3.415861e-02 9.482950e-02 2.299876e-02 3.450273e-02 2.336938e-02 1.198202e-01 1.971639e-02
5.787500e+03 3.012500e+03 1.225000e+03 8.174121e-02 3.415861e-02 5.504368e-02 2.299876e-02 1.302687e-02 2.336938e-02 8.331683e-02 1.971639e-02
5.887500e+03 3.012500e+03 1.225000e+03 1.443290e-01 3.415861e-02 1.001432e-02 2.299876e-02 6.022184e-02 2.336938e-02 1.413145e-01 1.971639e-02
5.987500e+03 3.012500e+03 1.225000e+03 2.439341e-01 3.415861e-02 -6.249780e-02 2.299876e-02 1.426072e-01 2.336938e-02 8.904481e-02 1.971639e-02
6.087500e+03 3.012500e+03 1.225000e+03 3.741814e-01 3.415861e-02 -1.113989e-01 2.299876e-02 2.154635e-01 2.336938e-02 5.682425e-02 1.971639e-02
6.187500e+03 3.012500e+03 1.225000e+03 3.160657e-01 3.415861e-02 -1.345033e-01 2.299876e-02 1.552247e-01 2.336938e-02 7.713348e-02 1.971639e-02
6.287500e+03 3.012500e+03 1.250000e+03 3.085472e-01 3.415861e-02 -1.241049e-01 2.299876e-02 1.310844e-01 2.336938e-02 7.665635e-02 1.971639e-02
6.387500e+03 3.012500e+03 1.275000e+03 2.263991e-01 3.415861e-02 -7.535918e-02 2.299876e-02 1.169317e-01 2.336938e-02 7.516754e-02 1.971639e-02
6.487500e+03 3.012500e+03 1.275000e+03 1.719702e-01 3.415861e-02 -4.034496e-02 2.299876e-02 1.489536e-01 2.336938e-02 6.636953e-02 1.971639e-02
6.587500e+03 3.012500e+03 1.275000e+03 2.260717e-01 3.415861e-02 2.961226e-02 2.299876e-02 8.959830e-02 2.336938e-02 7.464228e-02 1.971639e-02
6.687500e+03 3.012500e+03 1.275000e+03 1.917536e-01 3.415861e-02 3.653775e-02 2.299876e-02 6.854210e-02 2.336938e-02 5.850717e-02 1.971639e-02
6.787500e+03 3.012500e+03 1.250000e+03 1.832826e-01 3.415861e-02 2.174502e-02 2.299876e-02 7.079331e-02 2.336938e-02 8.432098e-02 1.971639e-02
6.887500e+03 3.012500e+03 1.300000e+03 1.448279e-01 3.415861e-02 3.974086e-02 2.299876e-02 6.419033e-02 2.336938e-02 8.013153e-02 1.971639e-02
6.987500e+03 3.012500e+03 1.275000e+03 1.131636e-01 3.415861e-02 7.669039e-02 2.299876e-02 1.047075e-02 2.336938e-02 5.878676e-02 1.971639e-02
3.487500e+03 3.112500e+03 1.225000e+03 3.443485e-02 3.415861e-02 1.783443e-02 2.299876e-02 -1.743474e-02 2.336938e-02 5.783306e-02 1.971639e-02
3.587500e+03 3.112500e+03 1.250000e+03 4.350300e-02 3.415861e-02 -7.141662e-04 2.299876e-02 -2.578157e-02 2.336938e-02 2.528356e-02 1.971639e-02
3.687500e+03 3.112500e+03 1.225000e+03 2.637359e-04 3.415861e-02 5.143981e-02 2.299876e-02 8.143382e-03 2.336938e-02 7.221849e-03 1.971639e-02
3.787500e+03 3.112500e+03 1.225000e+03 7.247200e-02 3.415861e-02 -5.939757e-03 2.299876e-02 1.269068e-02 2.336938e-02 3.185049e-03 1.971639e-02
3.887500e+03 3.112500e+03 1.225000e+03 5.705788e-02 3.415861e-02 9.858775e-03 2.299876e-02 1.371965e-02 2.336938e-02 -2.124874e-02 1.971639e-02
3.987500e+03 3.112500e+03 1.250000e+03 7.063014e-02 3.415861e-02 4.916328e-02 2.299876e-02 -2.906875e-02 2.336938e-02 3.263582e-02 1.971639e-02
4.087500e+03 3.112500e+03 1.225000e+03 2.940561e-03 3.415861e-02 2.894480e-02 2.299876e-02 6.458938e-03 2.336938e-02 1.677457e-02 1.971639e-02
4.187500e+03 3.112500e+03 1.250000e+03 1.304155e-02 3.415861e-02 5.328501e-02 2.299876e-02 4.330002e-02 2.336938e-02 3.149142e-02 1.971639e-02
4.287500e+03 3.112500e+03 1.225000e+03 -1.434679e-03 3.415861e-02 6.559455e-02 2.299876e-02 4.864737e-02 2.336938e-02 4.137821e-02 1.971639e-02
4.387500e+03 3.112500e+03 1.225000e+03 8.423918e-02 3.415861e-02 1.457998e-02 2.299876e-02 7.744246e-02 2.336938e-02 3.584969e-02 1.971639e-02
4.487500e+03 3.112500e+03 1.200000e+03 9.131666e-02 3.415861e-02 1.939807e-02 2.299876e-02 6.467840e-02 2.336938e-02 -3.800384e-03 1.971639e-02
4.587500e+03 3.112500e+03 1.175000e+03 8.940294e-02 3.415861e-02 4.752047e-02 2.299876e-02 1.154323e-01 2.336938e-02 1.082041e-01 1.971639e-02
4.687500e+03 3.112500e+03 1.150000e+03 1.485959e-01 3.415861e-02 4.381625e-02 2.299876e-02 6.950752e-02 2.336938e-02 1.158711e-01 1.971639e-02
4.787500e+03 3.112500e+03 1.150000e+03 8.159355e-02 3.415861e-02 4.701469e-02 2.299876e-02 1.003819e-01 2.336938e-02 1.030347e-01 1.971639e-02
4.887500e+03 3.112500e+03 1.175000e+03 9.168583e-02 3.415861e-02 2.783469e-02 2.299876e-02 9.889466e-02 2.336938e-02 1.128442e-01 1.971639e-02
4.987500e+03 3.112500e+03 1.175000e+03 7.586012e-02 3.415861e-02 -7.447775e-03 2.299876e-02 1.572492e-01 2.336938e-02 1.203274e-01 1.971639e-02
5.087500e+03 3.112500e+03 1.200000e+03 1.230860e-01 3.415861e-02 -2.754209e-02 2.299876e-02 1.104641e-01 2.336938e-02 8.867970e-02 1.971639e-02
5.187500e+03 3.112500e+03 1.225000e+03 4.449140e-02 3.415861e-02 2.165139e-02 2.299876e-02 9.097036e-02 2.336938e-02 8.817775e-02 1.971639e-02
5.287500e+03 3.112500e+03 1.200000e+03 4.163980e-02 3.415861e-02 3.159815e-02 2.299876e-02 9.497814e-02 2.336938e-02 1.368579e-01 1.971639e-02
5.387500e+03 3.112500e+03 1.225000e+03 7.054411e-02 3.415861e-02 3.152003e-02 2.299876e-02 2.286212e-02 2.336938e-02 1.274874e-01 1.971639e-02
5.487500e+03 3.112500e+03 1.225000e+03 5.948883e-02 3.415861e-02 3.125977e-02 2.299876e-02 7.594076e-02 2.336938e-02 1.409563e-01 1.971639e-02
5.587500e+03 3.112500e+03 1.200000e+03 9.958525e-02 3.415861e-02 9.344391e-02 2.299876e-02 4.752036e-02 2.336938e-02 1.433949e-01 1.971639e-02
5.687500e+03 3.112500e+03 1.200000e+03 1.763982e-01 3.415861e-02 1.013181e-03 2.299876e-02 6.039174e-02 2.336938e-02 1.111738e-01 1.971639e-02
5.787500e+03 3.112500e+03 1.225000e+03 1.206409e-01 3.415861e-02 -6.563322e-03 2.299876e-02 1.089302e-01 2.336938e-02 1.537994e-01 1.971639e-02
5.887500e+03 3.112500e+03 1.225000e+03 2.182490e-01 3.415861e-02 -2.471399e-02 2.299876e-02 2.116351e-01 2.336938e-02 5.257451e-02 1.971639e-02
5.987500e+03 3.112500e+03 1.225000e+03 2.677875e-01 3.415861e-02 -1.026344e-01 2.299876e-02 2.159957e-01 2.336938e-02 4.830603e-02 1.971639e-02
6.087500e+03 3.112500e+03 1.250000e+03 1.678870e-01 3.415861e-02 -2.928764e-02 2.299876e-02 1.351854e-01 2.336938e-02 7.284392e-02 1.971639e-02
6.187500e+03 3.112500e+03 1.225000e+03 1.875453e-01 3.415861e-02 -4.811544e-02 2.299876e-02 1.324727e-01 2.336938e-02 7.949051e-02 1.971639e-02
6.287500e+03 3.112500e+03 1.250000e+03 1.542706e-01 3.415861e-02 -1.270027e-02 2.299876e-02 9.725010e-02 2.336938e-02 1.108413e-01 1.971639e-02
6.387500e+03 3.112500e+03 1.275000e+03 1.809676e-01 3.415861e-02 1.390257e-02 2.299876e-02 6.933095e-02 2.336938e-02 9.168608e-02 1.971639e-02
6.487500e+03 3.112500e+03 1.300000e+03 1.742761e-01 3.415861e-02 8.898731e-02 2.299876e-02 7.244875e-02 2.336938e-02 7.155313e-02 1.971639e-02
6.587500e+03 3.112500e+03 1.300000e+03 1.679680e-01 3.415861e-02 2.043681e-02 2.299876e-02 7.433475e-02 2.336938e-02 5.107967e-02 1.971639e-02
6.687500e+03 3.112500e+03 1.275000e+03 9.021893e-02 3.415861e-02 4.013776e-02 2.299876e-02 1.015702e-01 2.336938e-02 7.925371e-02 1.971639e-02
6.787500e+03 3.112500e+03 1.250000e+03 1.240255e-01 3.415861e-02 6.765153e-02 2.299876e-02 5.745851e-02 2.336938e-02 6.569714e-02 1.971639e-02
6.887500e+03 3.112500e+03 1.275000e+03 1.065020e-01 3.415861e-02 5.535573e-02 2.299876e-02 5.372339e-02 2.336938e-02 7.449613e-02 1.971639e-02
6.987500e+03 3.112500e+03 1.300000e+03 1.168641e-01 3.415861e-02 1.386305e-02 2.299876e-02 -7.009818e-03 2.336938e-02 8.478398e-02 1.971639e-02
3.487500e+03 3.212500e+03 1.225000e+03 3.697983e-02 3.415861e-02 1.881191e-02 2.299876e-02 -4.138256e-02 2.336938e-02 2.951187e-02 1.971639e-02
3.587500e+03 3.212500e+03 1.225000e+03 3.559703e-02 3.415861e-02 -1.513467e-02 2.299876e-02 -7.095260e-02 2.336938e-02 5.608278e-02 1.971639e-02
3.687500e+03 3.212500e+03 1.250000e+03 5.190401e-02 3.415861e-02 1.322613e-02 2.299876e-02 3.674192e-03 2.336938e-02 -3.654336e-03 1.971639e-02
3.787500e+03 3.212500e+03 1.225000e+03 -6.881346e-03 3.415861e-02 5.080922e-02 2.299876e-02 2.541706e-02 2.336938e-02 -9.773635e-03 1.971639e-02
3.887500e+03 3.212500e+03 1.200000e+03 6.528721e-02 3.415861e-02 3.602333e-02 2.299876e-02 2.680424e-02 2.336938e-02 3.841095e-02 1.971639e-02
3.987500e+03 3.212500e+03 1.200000e+03 8.635615e-02 3.415861e-02 5.894945e-03 2.299876e-02 1.311270e-03 2.336938e-02 8.329043e-02 1.971639e-02
4.087500e+03 3.212500e+03 1.225000e+03 8.436242e-02 3.415861e-02 -1.659485e-02 2.299876e-02 1.751573e-02 2.336938e-02 2.455158e-02 1.971639e-02
4.187500e+03 3.212500e+03 1.225000e+03 9.994283e-02 3.415861e-02 6.010529e-03 2.299876e-02 -2.233622e-02 2.336938e-02 2.919442e-02 1.971639e-02
4.287500e+03 3.212500e+03 1.200000e+03 9.336479e-02 3.415861e-02 -1.091359e-02 2.299876e-02 1.094980e-01 2.336938e-02 4.808016e-02 1.971639e-02
4.387500e+03 3.212500e+03 1.200000e+03 1.436293e-01 3.415861e-02 2.340922e-02 2.299876e-02 9.670284e-02 2.336938e-02 3.754378e-02 1.971639e-02
4.487500e+03 3.212500e+03 1.175000e+03 1.424219e-01 3.415861e-02 3.149870e-03 2.299876e-02 1.028029e-01 2.336938e-02 5.562172e-02 1.971639e-02
4.587500e+03 3.212500e+03 1.150000e+03 1.192884e-01 3.415861e-02 -7.831264e-03 2.299876e-02 9.140704e-02 2.336938e-02 8.550335e-02 1.971639e-02
4.687500e+03 3.212500e+03 1.150000e+03 1.001741e-01 3.415861e-02 4.617949e-02 2.299876e-02 7.493997e-02 2.336938e-02 9.059102e-02 1.971639e-02
4.787500e+03 3.212500e+03 1.150000e+03 5.738102e-02 3.415861e-02 4.741465e-02 2.299876e-02 1.065811e-01 2.336938e-02 9.905599e-02 1.971639e-02
4.887500e+03 3.212500e+03 1.175000e+03 1.368097e-01 3.415861e-02 2.212518e-02 2.299876e-02 1.119941e-01 2.336938e-02 1.136938e-01 1.971639e-02
4.987500e+03 3.212500e+03 1.200000e+03 8.095063e-02 3.415861e-02 1.826184e-02 2.299876e-02 1.176613e-01 2.336938e-02 1.029755e-01 1.971639e-02
5.087500e+03 3.212500e+03 1.200000e+03 3.764728e-02 3.415861e-02 5.021403e-03 2.299876e-02 6.050908e-02 2.336938e-02 1.280800e-01 1.971639e-02
5.187500e+03 3.212500e+03 1.225000e+03 5.449124e-02 3.415861e-02 2.950801e-02 2.299876e-02 8.263181e-02 2.336938e-02 1.213500e-01 1.971639e-02
5.287500e+03 3.212500e+03 1.225000e+03 3.312814e-02 3.415861e-02 5.045540e-02 2.299876e-02 7.600997e-02 2.336938e-02 1.242405e-01 1.971639e-02
5.387500e+03 3.212500e+03 1.225000e+03 1.304943e-02 3.415861e-02 -1.787439e-03 2.299876e-02 5.856998e-02 2.336938e-02 1.645094e-01 1.971639e-02
5.487500e+03 3.212500e+03 1.250000e+03 2.638203e-02 3.415861e-02 5.482317e-02 2.299876e-02 8.498111e-02 2.336938e-02 1.385875e-01 1.971639e-02
5.587500e+03 3.212500e+03 1.225000e+03 3.947471e-02 3.415861e-02 -1.047364e-03 2.299876e-02 1.255330e-01 2.336938e-02 9.216555e-02 1.971639e-02
5.687500e+03 3.212500e+03 1.200000e+03 1.552881e-01 3.415861e-02 -7.267358e-02 2.299876e-02 1.145441e-01 2.336938e-02 9.526272e-02 1.971639e-02
5.787500e+03 3.212500e+03 1.225000e+03 1.938691e-01 3.415861e-02 -9.222805e-02 2.299876e-02 1.249752e-01 2.336938e-02 9.234237e-02 1.971639e-02
5.887500e+03 3.212500e+03 1.250000e+03 1.643674e-01 3.415861e-02 -6.373319e-02 2.299876e-02 1.304855e-01 2.336938e-02 1.000507e-01 1.971639e-02
5.987500e+03 3.212500e+03 1.250000e+03 9.439159e-02 3.415861e-02 -6.849966e-02 2.299876e-02 1.245255e-01 2.336938e-02 5.632625e-02 1.971639e-02
6.087500e+03 3.212500e+03 1.250000e+03 1.340318e-01 3.415861e-02 -4.292345e-02 2.299876e-02 6.106205e-02 2.336938e-02 1.114911e-01 1.971639e-02
6.187500e+03 3.212500e+03 1.250000e+03 1.406899e-01 3.415861e-02 -1.366283e-03 2.299876e-02 1.085750e-01 2.336938e-02 1.083308e-01 1.971639e-02
6.287500e+03 3.212500e+03 1.250000e+03 1.075147e-01 3.415861e-02 -2.764075e-02 2.299876e-02 5.834833e-02 2.336938e-02 9.352180e-02 1.971639e-02
6.387500e+03 3.212500e+03 1.250000e+03 1.186674e-01 3.415861e-02 -1.047579e-02 2.299876e-02 2.163788e-02 2.336938e-02 9.308302e-02 1.971639e-02
6.487500e+03 3.212500e+03 1.275000e+03 8.261457e-02 3.415861e-02 8.449048e-02 2.299876e-02 1.019054e-01 2.336938e-02 1.368352e-01 1.971639e-02
6.587500e+03 3.212500e+03 1.300000e+03 1.000626e-01 3.415861e-02 5.440335e-02 2.299876e-02 9.252316e-02 2.336938e-02 9.718091e-02 1.971639e-02
6.687500e+03 3.212500e+03 1.275000e+03 1.082692e-01 3.415861e-02 5.641595e-02 2.299876e-02 5.266006e-02 2.336938e-02 1.058541e-01 1.971639e-02
6.787500e+03 3.212500e+03 1.275000e+03 1.279733e-01 3.415861e-02 4.117813e-02 2.299876e-02 4.204213e-02 2.336938e-02 9.465035e-02 1.971639e-02
6.887500e+03 3.212500e+03 1.275000e+03 9.773253e-02 3.415861e-02 5.175422e-02 2.299876e-02 -9.789589e-04 2.336938e-02 9.851736e-02 1.971639e-02
6.987500e+03 3.212500e+03 1.300000e+03 9.769726e-02 3.415861e-02 5.421654e-02 2.299876e-02 5.744642e-02 2.336938e-02 8.923224e-02 1.971639e-02
3.487500e+03 3.312500e+03 1.200000e+03 2.217414e-02 3.415861e-02 3.994784e-02 2.299876e-02 -4.858616e-02 2.336938e-02 4.540042e-02 1.971639e-02
3.587500e+03 3.312500e+03 1.225000e+03 6.052638e-02 3.415861e-02 1.161106e-02 2.299876e-02 -3.806179e-02 2.336938e-02 5.751432e-02 1.971639e-02
3.687500e+03 3.312500e+03 1.250000e+03 5.367708e-02 3.415861e-02 2.719876e-03 2.299876e-02 1.409970e-02 2.336938e-02 -6.072093e-03 1.971639e-02
3.787500e+03 3.312500e+03 1.225000e+03 9.932083e-02 3.415861e-02 5.712066e-02 2.299876e-02 1.500618e-03 2.336938e-02 5.917596e-02 1.971639e-02
3.887500e+03 3.312500e+03 1.200000e+03 2.870060e-02 3.415861e-02 -8.491990e-03 2.299876e-02 6.650611e-02 2.336938e-02 1.929124e-02 1.971639e-02
3.987500e+03 3.312500e+03 1.200000e+03 9.964499e-02 3.415861e-02 2.768354e-02 2.299876e-02 3.158961e-02 2.336938e-02 3.632195e-02 1.971639e-02
4.087500e+03 3.312500e+03 1.200000e+03 1.779442e-01 3.415861e-02 -4.466333e-02 2.299876e-02 -9.807335e-03 2.336938e-02 4.334205e-02 1.971639e-02
4.187500e+03 3.312500e+03 1.225000e+03 1.054583e-01 3.415861e-02 1.202720e-02 2.299876e-02 2.586848e-02 2.336938e-02 4.902318e-02 1.971639e-02
4.287500e+03 3.312500e+03 1.225000e+03 1.104529e-01 3.415861e-02 4.589468e-02 2.299876e-02 6.378591e-02 2.336938e-02 6.904314e-02 1.971639e-02
4.387500e+03 3.312500e+03 1.200000e+03 1.374108e-01 3.415861e-02 1.727886e-02 2.299876e-02 9.912128e-02 2.336938e-02 3.131489e-02 1.971639e-02
4.487500e+03 3.312500e+03 1.150000e+03 1.348934e-01 3.415861e-02 1.057103e-02 2.299876e-02 1.198808e-01 2.336938e-02 4.171637e-02 1.971639e-02
4.587500e+03 3.312500e+03 1.150000e+03 1.642125e-01 3.415861e-02 2.161893e-02 2.299876e-02 9.392106e-02 2.336938e-02 6.804988e-02 1.971639e-02
4.687500e+03 3.312500e+03 1.150000e+03 2.819085e-02 3.415861e-02 1.392925e-02 2.299876e-02 8.228834e-02 2.336938e-02 9.358053e-02 1.971639e-02
4.787500e+03 3.312500e+03 1.175000e+03 5.606848e-02 3.415861e-02 -5.100856e-03 2.299876e-02 7.264678e-02 2.336938e-02 1.156341e-01 1.971639e-02
4.887500e+03 3.312500e+03 1.175000e+03 3.745925e-02 3.415861e-02 2.620236e-02 2.299876e-02 1.240907e-01 2.336938e-02 1.167773e-01 1.971639e-02
4.987500e+03 3.312500e+03 1.200000e+03 7.011542e-02 3.415861e-02 -9.636752e-03 2.299876e-02 1.143126e-01 2.336938e-02 1.115050e-01 1.971639e-02
5.087500e+03 3.312500e+03 1.225000e+03 2.658705e-02 3.415861e-02 -6.725446e-03 2.299876e-02 8.724590e-02 2.336938e-02 1.145777e-01 1.971639e-02
5.187500e+03 3.312500e+03 1.225000e+03 1.172723e-02 3.415861e-02 8.767069e-03 2.299876e-02 5.944830e-02 2.336938e-02 1.210941e-01 1.971639e-02
5.287500e+03 3.312500e+03 1.225000e+03 4.446508e-02 3.415861e-02 3.257885e-03 2.299876e-02 4.548404e-02 2.336938e-02 1.075924e-01 1.971639e-02
5.387500e+03 3.312500e+03 1.225000e+03 -1.521577e-02 3.415861e-02 2.312370e-02 2.299876e-02 6.426201e-02 2.336938e-02 1.608706e-01 1.971639e-02
5.487500e+03 3.312500e+03 1.250000e+03 1.126802e-01 3.415861e-02 -1.388837e-02 2.299876e-02 1.428174e-01 2.336938e-02 6.716605e-02 1.971639e-02
5.587500e+03 3.312500e+03 1.225000e+03 1.151605e-01 3.415861e-02 -1.076779e-01 2.299876e-02 1.974823e-01 2.336938e-02 4.880487e-02 1.971639e-02
5.687500e+03 3.312500e+03 1.225000e+03 1.613916e-01 3.415861e-02 -1.350063e-01 2.299876e-02 1.335275e-01 2.336938e-02 6.634364e-02 1.971639e-02
5.787500e+03 3.312500e+03 1.225000e+03 4.266842e-02 3.415861e-02 -7.374823e-02 2.299876e-02 1.003562e-01 2.336938e-02 9.133417e-02 1.971639e-02
5.887500e+03 3.312500e+03 1.250000e+03 2.596208e-02 3.415861e-02 -2.944913e-02 2.299876e-02 1.695679e-01 2.336938e-02 8.974122e-02 1.971639e-02
5.987500e+03 3.312500e+03 1.250000e+03 1.251085e-01 3.415861e-02 -6.859866e-02 2.299876e-02 8.290811e-02 2.336938e-02 1.222996e-01 1.971639e-02
6.087500e+03 3.312500e+03 1.250000e+03 7.091637e-02 3.415861e-02 -1.971129e-02 2.299876e-02 8.294821e-02 2.336938e-02 7.938894e-02 1.971639e-02
6.187500e+03 3.312500e+03 1.275000e+03 8.366034e-02 3.415861e-02 2.322437e-02 2.299876e-02 5.995357e-02 2.336938e-02 1.048455e-01 1.971639e-02
6.287500e+03 3.312500e+03 1.275000e+03 6.879640e-02 3.415861e-02 3.480920e-02 2.299876e-02 5.504535e-02 2.336938e-02 9.498856e-02 1.971639e-02
6.387500e+03 3.312500e+03 1.275000e+03 1.250147e-01 3.415861e-02 3.241502e-02 2.299876e-02 7.156599e-02 2.336938e-02 1.115752e-01 1.971639e-02
6.487500e+03 3.312500e+03 1.300000e+03 8.366212e-02 3.415861e-02 6.533548e-02 2.299876e-02 6.928466e-02 2.336938e-02 6.365402e-02 1.971639e-02
6.587500e+03 3.312500e+03 1.300000e+03 7.666591e-02 3.415861e-02 7.354650e-02 2.299876e-02 8.933940e-02 2.336938e-02 1.023462e-01 1.971639e-02
6.687500e+03 3.312500e+03 1.275000e+03 3.806853e-02 3.415861e-02 6.607706e-02 2.299876e-02 5.990934e-02 2.336938e-02 9.362280e-02 1.971639e-02
6.787500e+03 3.312500e+03 1.275000e+03 4.463182e-02 3.415861e-02 2.198560e-02 2.299876e-02 6.001291e-02 2.336938e-02 1.126405e-01 1.971639e-02
6.887500e+03 3.312500e+03 1.275000e+03 8.125748e-02 3.415861e-02 6.045748e-02 2.299876e-02 7.778288e-02 2.336938e-02 1.122299e-01 1.971639e-02
6.987500e+03 3.312500e+03 1.275000e+03 9.466844e-02 3.415861e-02 5.891202e-02 2.299876e-02 6.413937e-02 2.336938e-02 1.104706e-01 1.971639e-02
3.487500e+03 3.412500e+03 1.225000e+03 -1.906365e-03 3.415861e-02 1.812147e-02 2.299876e-02 -2.440974e-02 2.336938e-02 6.551456e-02 1.971639e-02
3.587500e+03 3.412500e+03 1.225000e+03 4.078601e-03 3.415861e-02 -2.193965e-02 2.299876e-02 -1.423960e-02 2.336938e-02 1.541148e-02 1.971639e-02
3.687500e+03 3.412500e+03 1.250000e+03 4.309573e-02 3.415861e-02 -1.319385e-02 2.299876e-02 -1.358777e-02 2.336938e-02 3.533237e-02 1.971639e-02
3.787500e+03 3.412500e+03 1.250000e+03 9.533585e-02 3.415861e-02 5.357715e-04 2.299876e-02 5.345887e-02 2.336938e-02 2.825404e-02 1.971639e-02
3.887500e+03 3.412500e+03 1.225000e+03 6.649329e-02 3.415861e-02 3.529972e-02 2.299876e-02 -4.205964e-03 2.336938e-02 1.536183e-02 1.971639e-02
3.987500e+03 3.412500e+03 1.200000e+03 7.045092e-02 3.415861e-02 -2.286594e-02 2.299876e-02 5.983343e-02 2.336938e-02 2.755732e-02 1.971639e-02
4.087500e+03 3.412500e+03 1.175000e+03 1.227374e-01 3.415861e-02 -2.792369e-02 2.299876e-02 4.365185e-02 2.336938e-02 3.082312e-02 1.971639e-02
4.187500e+03 3.412500e+03 1.200000e+03 1.386388e-01 3.415861e-02 1.468055e-02 2.299876e-02 7.678120e-04 2.336938e-02 5.206816e-02 1.971639e-02
4.287500e+03 3.412500e+03 1.200000e+03 1.105934e-01 3.415861e-02 -9.842070e-03 2.299876e-02 7.947003e-02 2.336938e-02 6.069583e-02 1.971639e-02
4.387500e+03 3.412500e+03 1.175000e+03 1.846706e-01 3.415861e-02 -1.200484e-02 2.299876e-02 1.177081e-01 2.336938e-02 5.800574e-02 1.971639e-02
4.487500e+03 3.412500e+03 1.150000e+03 1.166089e-01 3.415861e-02 1.472382e-02 2.299876e-02 9.683606e-02 2.336938e-02 2.987618e-02 1.971639e-02
4.587500e+03 3.412500e+03 1.150000e+03 1.298545e-01 3.415861e-02 -2.597676e-02 2.299876e-02 3.338054e-02 2.336938e-02 6.663722e-02 1.971639e-02
4.687500e+03 3.412500e+03 1.150000e+03 7.362431e-02 3.415861e-02 5.983501e-02 2.299876e-02 4.249983e-02 2.336938e-02 6.923923e-02 1.971639e-02
4.787500e+03 3.412500e+03 1.175000e+03 6.816715e-02 3.415861e-02 -3.642769e-02 2.299876e-02 6.155080e-02 2.336938e-02 1.102051e-01 1.971639e-02
4.887500e+03 3.412500e+03 1.175000e+03 2.548255e-02 3.415861e-02 3.073397e-02 2.299876e-02 1.874846e-01 2.336938e-02 3.733346e-02 1.971639e-02
