#   SiteID         X(m)           Y(m)           Z(m)        Freq(Hz)       Re(Tzx)        Im(Tzx)        Re(Tzy)        Im(Tzy)
Line12-098    2.412500E+03    1.112500E+03    1.010500E+02    1.000000E+02    2.348856E-02   -1.586626E-03   -4.087004E-02   -1.430819E-02
Line12-098    2.412500E+03    1.112500E+03    1.010500E+02    5.009995E+01    2.279603E-02   -3.072630E-03   -3.549445E-02   -1.449208E-02
Line12-098    2.412500E+03    1.112500E+03    1.010500E+02    2.510002E+01    2.012796E-02   -6.570713E-03   -3.151866E-02   -1.497274E-02
Line12-099    2.437500E+03    1.112500E+03    1.010500E+02    7.943001E+02    3.349726E-02    1.904769E-02   -9.581188E-02   -3.134101E-02
Line12-099    2.437500E+03    1.112500E+03    1.010500E+02    3.981003E+02    2.773364E-02    1.052616E-02   -7.971288E-02   -3.016490E-02
Line12-099    2.437500E+03    1.112500E+03    1.010500E+02    1.995001E+02    2.588626E-02    4.845927E-03   -6.629416E-02   -2.708248E-02
Line12-099    2.437500E+03    1.112500E+03    1.010500E+02    1.000000E+02    2.565183E-02    1.483313E-03   -5.558060E-02   -2.401338E-02
Line12-099    2.437500E+03    1.112500E+03    1.010500E+02    5.009995E+01    2.420142E-02   -1.026219E-03   -4.662532E-02   -2.228800E-02
Line12-099    2.437500E+03    1.112500E+03    1.010500E+02    2.510002E+01    2.100088E-02   -5.177369E-03   -3.980299E-02   -2.106900E-02
Line12-100    2.462500E+03    1.112500E+03    1.010750E+02    7.943001E+02    3.780116E-02    2.720782E-02   -1.063109E-01   -4.584841E-02
Line12-100    2.462500E+03    1.112500E+03    1.010750E+02    3.981003E+02    3.099831E-02    1.535903E-02   -8.796044E-02   -3.881370E-02
Line12-100    2.462500E+03    1.112500E+03    1.010750E+02    1.995001E+02    2.832890E-02    7.920195E-03   -7.318969E-02   -3.271350E-02
Line12-100    2.462500E+03    1.112500E+03    1.010750E+02    1.000000E+02    2.740894E-02    3.492401E-03   -6.124816E-02   -2.824069E-02
Line12-100    2.462500E+03    1.112500E+03    1.010750E+02    5.009995E+01    2.550752E-02    2.194884E-04   -5.093730E-02   -2.573924E-02
Line12-100    2.462500E+03    1.112500E+03    1.010750E+02    2.510002E+01    2.200761E-02   -4.371482E-03   -4.291005E-02   -2.387598E-02
Line12-101    2.487500E+03    1.112500E+03    1.010750E+02    7.943001E+02    3.010543E-02    1.313206E-02   -8.215182E-02   -1.515442E-02
Line12-101    2.487500E+03    1.112500E+03    1.010750E+02    3.981003E+02    2.577635E-02    7.095083E-03   -7.319320E-02   -1.770143E-02
Line12-101    2.487500E+03    1.112500E+03    1.010750E+02    1.995001E+02    2.454477E-02    2.789047E-03   -6.440643E-02   -1.870268E-02
Line12-101    2.487500E+03    1.112500E+03    1.010750E+02    1.000000E+02    2.465303E-02    1.889927E-04   -5.606551E-02   -1.934539E-02
Line12-101    2.487500E+03    1.112500E+03    1.010750E+02    5.009995E+01    2.347068E-02   -1.960946E-03   -4.770431E-02   -2.030906E-02
Line12-101    2.487500E+03    1.112500E+03    1.010750E+02    2.510002E+01    2.043205E-02   -5.831943E-03   -4.076810E-02   -2.048160E-02
Line12-102    2.512500E+03    1.112500E+03    1.010750E+02    7.943001E+02    2.441491E-02    4.735131E-03   -6.724490E-02    8.644508E-04
Line12-102    2.512500E+03    1.112500E+03    1.010750E+02    3.981003E+02    2.206464E-02    2.016223E-03   -6.483681E-02   -5.717023E-03
Line12-102    2.512500E+03    1.112500E+03    1.010750E+02    1.995001E+02    2.187847E-02   -4.305809E-04   -6.019035E-02   -1.051867E-02
Line12-102    2.512500E+03    1.112500E+03    1.010750E+02    1.000000E+02    2.270443E-02   -1.924116E-03   -5.418007E-02   -1.427245E-02
Line12-102    2.512500E+03    1.112500E+03    1.010750E+02    5.009995E+01    2.201531E-02   -3.373986E-03   -4.686273E-02   -1.744298E-02
Line12-102    2.512500E+03    1.112500E+03    1.010750E+02    2.510002E+01    1.927597E-02   -6.779051E-03   -4.036830E-02   -1.884910E-02
Line12-103    2.537500E+03    1.112500E+03    1.010750E+02    7.943001E+02    2.088734E-02    4.200119E-04   -5.766104E-02    9.971827E-03
Line12-103    2.537500E+03    1.112500E+03    1.010750E+02    3.981003E+02    1.977737E-02   -6.656558E-04   -5.995835E-02    1.780052E-03
Line12-103    2.537500E+03    1.112500E+03    1.010750E+02    1.995001E+02    2.021154E-02   -2.173191E-03   -5.836652E-02   -5.256741E-03
Line12-103    2.537500E+03    1.112500E+03    1.010750E+02    1.000000E+02    2.146776E-02   -3.101756E-03   -5.398832E-02   -1.113514E-02
Line12-103    2.537500E+03    1.112500E+03    1.010750E+02    5.009995E+01    2.107688E-02   -4.177450E-03   -4.723521E-02   -1.588041E-02
Line12-103    2.537500E+03    1.112500E+03    1.010750E+02    2.510002E+01    1.849891E-02   -7.314089E-03   -4.084806E-02   -1.811256E-02
Line12-104    2.562500E+03    1.112500E+03    1.010750E+02    7.943001E+02    1.894017E-02   -1.468363E-03   -5.203355E-02    1.513886E-02
Line12-104    2.562500E+03    1.112500E+03    1.010750E+02    3.981003E+02    1.845340E-02   -1.873068E-03   -5.755579E-02    6.496117E-03
Line12-104    2.562500E+03    1.112500E+03    1.010750E+02    1.995001E+02    1.919327E-02   -2.996925E-03   -5.817637E-02   -1.874973E-03
Line12-104    2.562500E+03    1.112500E+03    1.010750E+02    1.000000E+02    2.068709E-02   -3.695678E-03   -5.491952E-02   -9.262539E-03
Line12-104    2.562500E+03    1.112500E+03    1.010750E+02    5.009995E+01    2.046946E-02   -4.598632E-03   -4.839765E-02   -1.517148E-02
Line12-104    2.562500E+03    1.112500E+03    1.010750E+02    2.510002E+01    1.796411E-02   -7.588016E-03   -4.189518E-02   -1.796067E-02
Line12-105    2.587500E+03    1.112500E+03    1.010750E+02    7.943001E+02    1.814767E-02   -1.831999E-03   -4.975063E-02    1.777749E-02
Line12-105    2.587500E+03    1.112500E+03    1.010750E+02    3.981003E+02    1.778680E-02   -2.123695E-03   -5.721942E-02    9.211180E-03
Line12-105    2.587500E+03    1.112500E+03    1.010750E+02    1.995001E+02    1.859947E-02   -3.223032E-03   -5.930851E-02    8.433131E-05
Line12-105    2.587500E+03    1.112500E+03    1.010750E+02    1.000000E+02    2.020080E-02   -3.911999E-03   -5.673302E-02   -8.366409E-03
Line12-105    2.587500E+03    1.112500E+03    1.010750E+02    5.009995E+01    2.007614E-02   -4.771940E-03   -5.016799E-02   -1.512382E-02
Line12-105    2.587500E+03    1.112500E+03    1.010750E+02    2.510002E+01    1.758554E-02   -7.690603E-03   -4.337486E-02   -1.825956E-02
Line12-106    2.612500E+03    1.112500E+03    1.010750E+02    7.943001E+02    1.825599E-02   -1.077970E-03   -5.054711E-02    1.856211E-02
Line12-106    2.612500E+03    1.112500E+03    1.010750E+02    3.981003E+02    1.760490E-02   -1.662615E-03   -5.880809E-02    1.028221E-02
Line12-106    2.612500E+03    1.112500E+03    1.010750E+02    1.995001E+02    1.830810E-02   -3.009269E-03   -6.165874E-02    8.144566E-04
Line12-106    2.612500E+03    1.112500E+03    1.010750E+02    1.000000E+02    1.992350E-02   -3.854069E-03   -5.934377E-02   -8.332842E-03
Line12-106    2.612500E+03    1.112500E+03    1.010750E+02    5.009995E+01    1.983543E-02   -4.765351E-03   -5.247895E-02   -1.566356E-02
Line12-106    2.612500E+03    1.112500E+03    1.010750E+02    2.510002E+01    1.731798E-02   -7.667363E-03   -4.523542E-02   -1.895841E-02
Line12-107    2.637500E+03    1.112500E+03    1.010750E+02    7.943001E+02    1.905401E-02    5.983447E-04   -5.440960E-02    1.768643E-02
Line12-107    2.637500E+03    1.112500E+03    1.010750E+02    3.981003E+02    1.777557E-02   -6.268744E-04   -6.236340E-02    9.793944E-03
Line12-107    2.637500E+03    1.112500E+03    1.010750E+02    1.995001E+02    1.823147E-02   -2.450840E-03   -6.526368E-02    3.384285E-04
Line12-107    2.637500E+03    1.112500E+03    1.010750E+02    1.000000E+02    1.979540E-02   -3.586534E-03   -6.277300E-02   -9.161468E-03
Line12-107    2.637500E+03    1.112500E+03    1.010750E+02    5.009995E+01    1.970530E-02   -4.621863E-03   -5.534161E-02   -1.679512E-02
Line12-107    2.637500E+03    1.112500E+03    1.010750E+02    2.510002E+01    1.713028E-02   -7.547237E-03   -4.748332E-02   -2.006101E-02
Line12-108    2.662500E+03    1.112500E+03    1.010750E+02    7.943001E+02    2.022129E-02    2.968085E-03   -6.167755E-02    1.486399E-02
Line12-108    2.662500E+03    1.112500E+03    1.010750E+02    3.981003E+02    1.810671E-02    8.071421E-04   -6.817428E-02    7.537621E-03
Line12-108    2.662500E+03    1.112500E+03    1.010750E+02    1.995001E+02    1.824470E-02   -1.673020E-03   -7.034446E-02   -1.514219E-03
Line12-108    2.662500E+03    1.112500E+03    1.010750E+02    1.000000E+02    1.973150E-02   -3.194976E-03   -6.717848E-02   -1.098552E-02
Line12-108    2.662500E+03    1.112500E+03    1.010750E+02    5.009995E+01    1.962439E-02   -4.398550E-03   -5.886735E-02   -1.861691E-02
Line12-108    2.662500E+03    1.112500E+03    1.010750E+02    2.510002E+01    1.697656E-02   -7.368786E-03   -5.019776E-02   -2.163853E-02
Line12-109    2.687500E+03    1.112500E+03    1.010750E+02    7.943001E+02    2.120463E-02    5.569936E-03   -7.344373E-02    9.058326E-03
Line12-109    2.687500E+03    1.112500E+03    1.010750E+02    3.981003E+02    1.826396E-02    2.305887E-03   -7.706463E-02    2.789893E-03
Line12-109    2.687500E+03    1.112500E+03    1.010750E+02    1.995001E+02    1.812638E-02   -9.046494E-04   -7.751102E-02   -5.276577E-03
Line12-109    2.687500E+03    1.112500E+03    1.010750E+02    1.000000E+02    1.957716E-02   -2.833246E-03   -7.300115E-02   -1.419737E-02
Line12-109    2.687500E+03    1.112500E+03    1.010750E+02    5.009995E+01    1.947882E-02   -4.197455E-03   -6.337348E-02   -2.141335E-02
Line12-109    2.687500E+03    1.112500E+03    1.010750E+02    2.510002E+01    1.677014E-02   -7.200868E-03   -5.360676E-02   -2.389592E-02
Line12-110    2.712500E+03    1.112500E+03    1.010750E+02    7.943001E+02    2.134248E-02    7.828263E-03   -9.254290E-02   -2.197321E-03
Line12-110    2.712500E+03    1.112500E+03    1.010750E+02    3.981003E+02    1.784066E-02    3.463383E-03   -9.112012E-02   -6.236431E-03
Line12-110    2.712500E+03    1.112500E+03    1.010750E+02    1.995001E+02    1.759991E-02   -4.201506E-04   -8.828785E-02   -1.226866E-02
Line12-110    2.712500E+03    1.112500E+03    1.010750E+02    1.000000E+02    1.913334E-02   -2.683967E-03   -8.134437E-02   -1.976796E-02
Line12-110    2.712500E+03    1.112500E+03    1.010750E+02    5.009995E+01    1.911663E-02   -4.138334E-03   -6.965594E-02   -2.589021E-02
Line12-110    2.712500E+03    1.112500E+03    1.010750E+02    2.510002E+01    1.639212E-02   -7.123940E-03   -5.828447E-02   -2.734489E-02
Line12-111    2.737500E+03    1.112500E+03    1.010750E+02    7.943001E+02    2.063352E-02    9.965217E-03   -1.259020E-01   -2.398772E-02
Line12-111    2.737500E+03    1.112500E+03    1.010750E+02    3.981003E+02    1.683946E-02    4.399120E-03   -1.154556E-01   -2.348334E-02
Line12-111    2.737500E+03    1.112500E+03    1.010750E+02    1.995001E+02    1.665805E-02   -1.419259E-04   -1.064068E-01   -2.550705E-02
Line12-111    2.737500E+03    1.112500E+03    1.010750E+02    1.000000E+02    1.837791E-02   -2.691400E-03   -9.491131E-02   -2.996506E-02
Line12-111    2.737500E+03    1.112500E+03    1.010750E+02    5.009995E+01    1.849997E-02   -4.177472E-03   -7.966668E-02   -3.372411E-02
Line12-111    2.737500E+03    1.112500E+03    1.010750E+02    2.510002E+01    1.579789E-02   -7.105857E-03   -6.563810E-02   -3.321501E-02
Line12-112    2.762500E+03    1.112500E+03    1.011000E+02    7.943001E+02    1.755773E-02    9.788680E-03   -1.380068E-01   -4.152483E-02
Line12-112    2.762500E+03    1.112500E+03    1.011000E+02    3.981003E+02    1.522726E-02    3.453468E-03   -1.237866E-01   -3.509158E-02
Line12-112    2.762500E+03    1.112500E+03    1.011000E+02    1.995001E+02    1.590478E-02   -1.054325E-03   -1.118296E-01   -3.343530E-02
Line12-112    2.762500E+03    1.112500E+03    1.011000E+02    1.000000E+02    1.805653E-02   -3.364332E-03   -9.820585E-02   -3.530693E-02
Line12-112    2.762500E+03    1.112500E+03    1.011000E+02    5.009995E+01    1.842792E-02   -4.681018E-03   -8.160850E-02   -3.720909E-02
Line12-112    2.762500E+03    1.112500E+03    1.011000E+02    2.510002E+01    1.583802E-02   -7.448994E-03   -6.685820E-02   -3.555822E-02
Line12-113    2.787500E+03    1.112500E+03    1.011000E+02    7.943001E+02    9.391163E-03    1.874647E-03   -1.038748E-01   -5.408449E-03
Line12-113    2.787500E+03    1.112500E+03    1.011000E+02    3.981003E+02    9.533570E-03   -2.150995E-03   -1.009808E-01   -9.637322E-03
Line12-113    2.787500E+03    1.112500E+03    1.011000E+02    1.995001E+02    1.193161E-02   -5.142415E-03   -9.654096E-02   -1.588509E-02
Line12-113    2.787500E+03    1.112500E+03    1.011000E+02    1.000000E+02    1.538937E-02   -6.315348E-03   -8.780502E-02   -2.340548E-02
Line12-113    2.787500E+03    1.112500E+03    1.011000E+02    5.009995E+01    1.666165E-02   -6.719404E-03   -7.436021E-02   -2.919457E-02
Line12-113    2.787500E+03    1.112500E+03    1.011000E+02    2.510002E+01    1.455507E-02   -8.785919E-03   -6.178686E-02   -3.003910E-02
Line12-114    2.812500E+03    1.112500E+03    1.011000E+02    7.943001E+02    1.264008E-03   -3.834595E-03   -8.549783E-02    1.094925E-02
Line12-114    2.812500E+03    1.112500E+03    1.011000E+02    3.981003E+02    3.935716E-03   -6.669252E-03   -8.925596E-02    2.723572E-03
Line12-114    2.812500E+03    1.112500E+03    1.011000E+02    1.995001E+02    8.049127E-03   -8.642733E-03   -8.906728E-02   -7.174238E-03
Line12-114    2.812500E+03    1.112500E+03    1.011000E+02    1.000000E+02    1.277628E-02   -8.920920E-03   -8.292826E-02   -1.751707E-02
Line12-114    2.812500E+03    1.112500E+03    1.011000E+02    5.009995E+01    1.490437E-02   -8.536520E-03   -7.104696E-02   -2.528526E-02
Line12-114    2.812500E+03    1.112500E+03    1.011000E+02    2.510002E+01    1.324956E-02   -9.975954E-03   -5.954361E-02   -2.735724E-02
Line12-115    2.837500E+03    1.112500E+03    1.011000E+02    7.943001E+02   -7.014562E-03   -8.773634E-03   -7.616248E-02    1.843870E-02
Line12-115    2.837500E+03    1.112500E+03    1.011000E+02    3.981003E+02   -1.776315E-03   -1.085112E-02   -8.370372E-02    8.764531E-03
Line12-115    2.837500E+03    1.112500E+03    1.011000E+02    1.995001E+02    4.086666E-03   -1.199245E-02   -8.582975E-02   -2.922443E-03
Line12-115    2.837500E+03    1.112500E+03    1.011000E+02    1.000000E+02    1.010207E-02   -1.145342E-02   -8.097574E-02   -1.472613E-02
Line12-115    2.837500E+03    1.112500E+03    1.011000E+02    5.009995E+01    1.309068E-02   -1.030922E-02   -6.978548E-02   -2.350311E-02
Line12-115    2.837500E+03    1.112500E+03    1.011000E+02    2.510002E+01    1.188842E-02   -1.113527E-02   -5.876602E-02   -2.614516E-02
Line12-116    2.862500E+03    1.112500E+03    1.011000E+02    7.943001E+02   -1.555025E-02   -1.370537E-02   -7.304358E-02    2.119479E-02
Line12-116    2.862500E+03    1.112500E+03    1.011000E+02    3.981003E+02   -7.703742E-03   -1.507972E-02   -8.232583E-02    1.108254E-02
Line12-116    2.862500E+03    1.112500E+03    1.011000E+02    1.995001E+02   -4.157363E-05   -1.540839E-02   -8.538449E-02   -1.435098E-03
Line12-116    2.862500E+03    1.112500E+03    1.011000E+02    1.000000E+02    7.304824E-03   -1.404572E-02   -8.090083E-02   -1.389514E-02
Line12-116    2.862500E+03    1.112500E+03    1.011000E+02    5.009995E+01    1.118135E-02   -1.212324E-02   -6.981718E-02   -2.307018E-02
Line12-116    2.862500E+03    1.112500E+03    1.011000E+02    2.510002E+01    1.044786E-02   -1.232033E-02   -5.890467E-02   -2.586197E-02
Line12-117    2.887500E+03    1.112500E+03    1.011000E+02    7.943001E+02   -2.418117E-02   -1.886865E-02   -7.493802E-02    2.084609E-02
Line12-117    2.887500E+03    1.112500E+03    1.011000E+02    3.981003E+02   -1.376476E-02   -1.942558E-02   -8.432166E-02    1.070571E-02
Line12-117    2.887500E+03    1.112500E+03    1.011000E+02    1.995001E+02   -4.294732E-03   -1.890989E-02   -8.716533E-02   -2.044459E-03
Line12-117    2.887500E+03    1.112500E+03    1.011000E+02    1.000000E+02    4.407567E-03   -1.670185E-02   -8.229551E-02   -1.457839E-02
Line12-117    2.887500E+03    1.112500E+03    1.011000E+02    5.009995E+01    9.192595E-03   -1.397935E-02   -7.084627E-02   -2.368345E-02
Line12-117    2.887500E+03    1.112500E+03    1.011000E+02    2.510002E+01    8.940890E-03   -1.353121E-02   -5.974431E-02   -2.629726E-02
Line12-118    2.912500E+03    1.112500E+03    1.011000E+02    7.943001E+02   -3.255772E-02   -2.420106E-02   -8.161218E-02    1.776094E-02
Line12-118    2.912500E+03    1.112500E+03    1.011000E+02    3.981003E+02   -1.976050E-02   -2.377609E-02   -8.958632E-02    7.850869E-03
Line12-118    2.912500E+03    1.112500E+03    1.011000E+02    1.995001E+02   -8.554044E-03   -2.239921E-02   -9.111265E-02   -4.627283E-03
Line12-118    2.912500E+03    1.112500E+03    1.011000E+02    1.000000E+02    1.484875E-03   -1.934998E-02   -8.512001E-02   -1.670560E-02
Line12-118    2.912500E+03    1.112500E+03    1.011000E+02    5.009995E+01    7.174192E-03   -1.582816E-02   -7.284259E-02   -2.530207E-02
Line12-118    2.912500E+03    1.112500E+03    1.011000E+02    2.510002E+01    7.402782E-03   -1.473410E-02   -6.126101E-02   -2.742543E-02
Line12-119    2.937500E+03    1.112500E+03    1.011000E+02    7.943001E+02   -4.062679E-02   -3.000225E-02   -9.338279E-02    1.166880E-02
Line12-119    2.937500E+03    1.112500E+03    1.011000E+02    3.981003E+02   -2.569336E-02   -2.825465E-02   -9.841652E-02    2.317528E-03
Line12-119    2.937500E+03    1.112500E+03    1.011000E+02    1.995001E+02   -1.284472E-02   -2.593528E-02   -9.746458E-02   -9.347686E-03
Line12-119    2.937500E+03    1.112500E+03    1.011000E+02    1.000000E+02   -1.493156E-03   -2.202298E-02   -8.955358E-02   -2.041000E-02
Line12-119    2.937500E+03    1.112500E+03    1.011000E+02    5.009995E+01    5.098487E-03   -1.769053E-02   -7.593581E-02   -2.803070E-02
Line12-119    2.937500E+03    1.112500E+03    1.011000E+02    2.510002E+01    5.810420E-03   -1.594377E-02   -6.354650E-02   -2.932560E-02
Line12-120    2.962500E+03    1.112500E+03    1.011000E+02    7.943001E+02   -4.743340E-02   -3.537789E-02   -1.118660E-01    1.298819E-03
Line12-120    2.962500E+03    1.112500E+03    1.011000E+02    3.981003E+02   -3.097466E-02   -3.223402E-02   -1.120640E-01   -6.853584E-03
Line12-120    2.962500E+03    1.112500E+03    1.011000E+02    1.995001E+02   -1.677848E-02   -2.908321E-02   -1.071579E-01   -1.694513E-02
Line12-120    2.962500E+03    1.112500E+03    1.011000E+02    1.000000E+02   -4.265897E-03   -2.442170E-02   -9.628075E-02   -2.625882E-02
Line12-120    2.962500E+03    1.112500E+03    1.011000E+02    5.009995E+01    3.142814E-03   -1.936288E-02   -8.061633E-02   -3.229630E-02
Line12-120    2.962500E+03    1.112500E+03    1.011000E+02    2.510002E+01    4.287951E-03   -1.702097E-02   -6.694861E-02   -3.231239E-02
Line12-121    2.987500E+03    1.112500E+03    1.011000E+02    7.943001E+02   -4.680260E-02   -3.289083E-02   -1.460320E-01   -1.948749E-02
Line12-121    2.987500E+03    1.112500E+03    1.011000E+02    3.981003E+02   -3.147775E-02   -3.087957E-02   -1.371716E-01   -2.456340E-02
Line12-121    2.987500E+03    1.112500E+03    1.011000E+02    1.995001E+02   -1.745867E-02   -2.858713E-02   -1.250441E-01   -3.124866E-02
Line12-121    2.987500E+03    1.112500E+03    1.011000E+02    1.000000E+02   -4.800231E-03   -2.431684E-02   -1.087982E-01   -3.718477E-02
Line12-121    2.987500E+03    1.112500E+03    1.011000E+02    5.009995E+01    2.739283E-03   -1.931945E-02   -8.937272E-02   -4.029349E-02
Line12-121    2.987500E+03    1.112500E+03    1.011000E+02    2.510002E+01    3.863462E-03   -1.691571E-02   -7.323012E-02   -3.799869E-02
Line12-122    3.012500E+03    1.112500E+03    1.011250E+02    7.943001E+02   -3.610225E-02   -2.807113E-02   -1.637418E-01   -4.110782E-02
Line12-122    3.012500E+03    1.112500E+03    1.011250E+02    3.981003E+02   -2.391011E-02   -2.657741E-02   -1.480203E-01   -4.061681E-02
Line12-122    3.012500E+03    1.112500E+03    1.011250E+02    1.995001E+02   -1.184516E-02   -2.497077E-02   -1.305796E-01   -4.247933E-02
Line12-122    3.012500E+03    1.112500E+03    1.011250E+02    1.000000E+02   -7.316752E-04   -2.141381E-02   -1.110806E-01   -4.431494E-02
Line12-122    3.012500E+03    1.112500E+03    1.011250E+02    5.009995E+01    5.726883E-03   -1.721296E-02   -9.011537E-02   -4.443836E-02
Line12-122    3.012500E+03    1.112500E+03    1.011250E+02    2.510002E+01    6.106100E-03   -1.545979E-02   -7.346462E-02   -4.049484E-02
Line12-123    3.037500E+03    1.112500E+03    1.011250E+02    7.943001E+02   -2.414913E-02   -1.146090E-02   -1.336028E-01   -7.595269E-03
Line12-123    3.037500E+03    1.112500E+03    1.011250E+02    3.981003E+02   -1.660020E-02   -1.629477E-02   -1.268240E-01   -1.843076E-02
Line12-123    3.037500E+03    1.112500E+03    1.011250E+02    1.995001E+02   -6.789328E-03   -1.860994E-02   -1.148923E-01   -2.744853E-02
Line12-123    3.037500E+03    1.112500E+03    1.011250E+02    1.000000E+02    3.007567E-03   -1.739243E-02   -9.936368E-02   -3.367282E-02
Line12-123    3.037500E+03    1.112500E+03    1.011250E+02    5.009995E+01    8.608771E-03   -1.456939E-02   -8.150288E-02   -3.672381E-02
Line12-123    3.037500E+03    1.112500E+03    1.011250E+02    2.510002E+01    8.235922E-03   -1.361006E-02   -6.735617E-02   -3.485409E-02
Line12-124    3.062500E+03    1.112500E+03    1.011250E+02    7.943001E+02   -1.371226E-02    2.851172E-04   -1.273059E-01    7.708548E-04
Line12-124    3.062500E+03    1.112500E+03    1.011250E+02    3.981003E+02   -1.045891E-02   -8.543925E-03   -1.223245E-01   -1.374243E-02
Line12-124    3.062500E+03    1.112500E+03    1.011250E+02    1.995001E+02   -2.734635E-03   -1.365699E-02   -1.109600E-01   -2.461376E-02
Line12-124    3.062500E+03    1.112500E+03    1.011250E+02    1.000000E+02    5.896728E-03   -1.420843E-02   -9.595034E-02   -3.154919E-02
Line12-124    3.062500E+03    1.112500E+03    1.011250E+02    5.009995E+01    1.077058E-02   -1.244744E-02   -7.877000E-02   -3.494773E-02
Line12-124    3.062500E+03    1.112500E+03    1.011250E+02    2.510002E+01    9.769682E-03   -1.210114E-02   -6.542648E-02   -3.335899E-02
Line12-125    3.087500E+03    1.112500E+03    1.011250E+02    7.943001E+02   -2.279553E-03    1.207918E-02   -1.383082E-01   -5.573293E-03
Line12-125    3.087500E+03    1.112500E+03    1.011250E+02    3.981003E+02   -3.645261E-03   -4.764191E-04   -1.297025E-01   -2.004242E-02
Line12-125    3.087500E+03    1.112500E+03    1.011250E+02    1.995001E+02    1.711739E-03   -8.341333E-03   -1.152511E-01   -2.974047E-02
Line12-125    3.087500E+03    1.112500E+03    1.011250E+02    1.000000E+02    8.978556E-03   -1.071640E-02   -9.827588E-02   -3.510600E-02
Line12-125    3.087500E+03    1.112500E+03    1.011250E+02    5.009995E+01    1.299889E-02   -1.009225E-02   -8.006444E-02   -3.717736E-02
Line12-125    3.087500E+03    1.112500E+03    1.011250E+02    2.510002E+01    1.130456E-02   -1.042524E-02   -6.634197E-02   -3.467728E-02
Line12-126    3.112500E+03    1.112500E+03    1.011250E+02    7.943001E+02    1.101497E-02    2.540856E-02   -1.697066E-01   -2.675597E-02
Line12-126    3.112500E+03    1.112500E+03    1.011250E+02    3.981003E+02    4.449275E-03    8.796401E-03   -1.513304E-01   -3.808355E-02
Line12-126    3.112500E+03    1.112500E+03    1.011250E+02    1.995001E+02    6.992639E-03   -2.092785E-03   -1.294954E-01   -4.372250E-02
Line12-126    3.112500E+03    1.112500E+03    1.011250E+02    1.000000E+02    1.256905E-02   -6.534834E-03   -1.075677E-01   -4.516400E-02
Line12-126    3.112500E+03    1.112500E+03    1.011250E+02    5.009995E+01    1.551530E-02   -7.243994E-03   -8.624280E-02   -4.408260E-02
Line12-126    3.112500E+03    1.112500E+03    1.011250E+02    2.510002E+01    1.299726E-02   -8.401350E-03   -7.069785E-02   -3.931987E-02
Line12-127    3.137500E+03    1.112500E+03    1.011500E+02    7.943001E+02    1.841213E-02    3.247197E-02   -1.891401E-01   -5.852636E-02
Line12-127    3.137500E+03    1.112500E+03    1.011500E+02    3.981003E+02    1.100598E-02    1.363106E-02   -1.607161E-01   -5.943666E-02
Line12-127    3.137500E+03    1.112500E+03    1.011500E+02    1.995001E+02    1.221007E-02    1.784955E-03   -1.331235E-01   -5.701391E-02
Line12-127    3.137500E+03    1.112500E+03    1.011500E+02    1.000000E+02    1.632887E-02   -3.501801E-03   -1.083494E-01   -5.282064E-02
Line12-127    3.137500E+03    1.112500E+03    1.011500E+02    5.009995E+01    1.821789E-02   -5.133598E-03   -8.592719E-02   -4.816410E-02
Line12-127    3.137500E+03    1.112500E+03    1.011500E+02    2.510002E+01    1.500470E-02   -7.055095E-03   -7.019331E-02   -4.162154E-02
Line12-128    3.162500E+03    1.112500E+03    1.011500E+02    7.943001E+02    1.828586E-02    2.709145E-02   -1.683304E-01   -3.625518E-02
Line12-128    3.162500E+03    1.112500E+03    1.011500E+02    3.981003E+02    1.055617E-02    1.104564E-02   -1.445905E-01   -4.487396E-02
Line12-128    3.162500E+03    1.112500E+03    1.011500E+02    1.995001E+02    1.172521E-02    3.098921E-04   -1.203967E-01   -4.673259E-02
Line12-128    3.162500E+03    1.112500E+03    1.011500E+02    1.000000E+02    1.601190E-02   -4.453357E-03   -9.855454E-02   -4.507521E-02
Line12-128    3.162500E+03    1.112500E+03    1.011500E+02    5.009995E+01    1.810334E-02   -5.733410E-03   -7.867271E-02   -4.222351E-02
Line12-128    3.162500E+03    1.112500E+03    1.011500E+02    2.510002E+01    1.489475E-02   -7.384221E-03   -6.509449E-02   -3.711698E-02
Line12-129    3.187500E+03    1.112500E+03    1.011500E+02    7.943001E+02    2.412546E-02    3.102849E-02   -1.760002E-01   -4.570386E-02
Line12-129    3.187500E+03    1.112500E+03    1.011500E+02    3.981003E+02    1.419011E-02    1.427550E-02   -1.479467E-01   -5.202378E-02
Line12-129    3.187500E+03    1.112500E+03    1.011500E+02    1.995001E+02    1.404747E-02    2.662901E-03   -1.212139E-01   -5.133155E-02
Line12-129    3.187500E+03    1.112500E+03    1.011500E+02    1.000000E+02    1.757340E-02   -2.848146E-03   -9.824285E-02   -4.758618E-02
Line12-129    3.187500E+03    1.112500E+03    1.011500E+02    5.009995E+01    1.922898E-02   -4.625196E-03   -7.806860E-02   -4.335890E-02
Line12-129    3.187500E+03    1.112500E+03    1.011500E+02    2.510002E+01    1.561712E-02   -6.564353E-03   -6.467890E-02   -3.750393E-02
Line12-130    3.212500E+03    1.112500E+03    1.011750E+02    7.943001E+02    3.951994E-02    5.995915E-02   -1.691342E-01   -6.939290E-02
Line12-130    3.212500E+03    1.112500E+03    1.011750E+02    3.981003E+02    2.672256E-02    3.135445E-02   -1.385344E-01   -6.306876E-02
